age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_level
39,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,low_income
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,low_income
23,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,low_income
23,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,low_income
19,NA,11th,7,Married-civ-spouse,NA,Wife,Asian-Pac-Islander,Female,0,0,40,Laos,low_income
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
18,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,low_income
21,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,low_income
53,Private,Some-college,10,Widowed,Adm-clerical,Other-relative,White,Female,0,0,22,United-States,low_income
21,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,low_income
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
36,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low_income
29,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,low_income
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low_income
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,low_income
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,low_income
29,Private,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low_income
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,low_income
38,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,low_income
42,Private,Some-college,10,Widowed,Sales,Unmarried,Black,Female,0,0,40,United-States,low_income
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,low_income
31,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,Mexico,low_income
17,NA,10th,6,Never-married,NA,Own-child,White,Female,0,0,17,United-States,low_income
43,State-gov,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low_income
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,United-States,low_income
20,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low_income
42,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,low_income
25,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,United-States,low_income
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,low_income
48,Federal-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,low_income
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,low_income
22,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,low_income
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,low_income
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,18,United-States,low_income
54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low_income
59,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,42,United-States,low_income
67,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,low_income
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,low_income
35,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Canada,low_income
55,Private,Bachelors,13,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,low_income
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,low_income
45,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,low_income
55,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,low_income
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,low_income
46,Local-gov,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,low_income
23,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,low_income
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,Germany,low_income
51,Private,11th,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,low_income
24,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,12,United-States,low_income
20,Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,72,United-States,low_income
26,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low_income
35,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,low_income
23,Private,Some-college,10,Never-married,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,40,Vietnam,low_income
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,low_income
49,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,low_income
32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,low_income
28,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,low_income
44,State-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
18,NA,HS-grad,9,Never-married,NA,Own-child,White,Female,0,0,20,United-States,low_income
32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
33,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low_income
42,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,15,United-States,low_income
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,low_income
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,low_income
36,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,low_income
31,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,low_income
34,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,low_income
33,Private,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low_income
59,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low_income
67,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,low_income
26,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low_income
20,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Female,0,0,36,NA,low_income
44,Federal-gov,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,low_income
28,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,low_income
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,low_income
20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low_income
64,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,15,United-States,low_income
36,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,low_income
19,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,low_income
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,35,United-States,low_income
56,Private,9th,5,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low_income
22,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,low_income
57,Local-gov,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,low_income
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,low_income
22,NA,11th,7,Separated,NA,Unmarried,Black,Female,0,0,40,United-States,low_income
38,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low_income
29,Private,12th,8,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,40,United-States,low_income
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low_income
20,Private,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,low_income
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,36,United-States,low_income
20,NA,HS-grad,9,Never-married,NA,Own-child,White,Female,0,0,40,United-States,low_income
24,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,low_income
51,Private,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,low_income
27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low_income
31,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low_income
39,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,0,0,16,United-States,low_income
36,NA,HS-grad,9,Married-civ-spouse,NA,Husband,Black,Male,0,0,40,United-States,low_income
51,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,low_income
52,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,low_income
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low_income
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,low_income
67,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low_income
55,Local-gov,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,low_income
23,NA,Assoc-acdm,12,Never-married,NA,Own-child,Asian-Pac-Islander,Male,0,0,16,Philippines,low_income
35,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,low_income
35,Private,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,low_income
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,low_income
23,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,low_income
39,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,low_income
36,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,low_income
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
21,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,low_income
18,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,low_income
51,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low_income
62,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,low_income
20,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low_income
25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,low_income
54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low_income
25,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,low_income
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low_income
18,Private,11th,7,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,20,United-States,low_income
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,low_income
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,low_income
54,NA,HS-grad,9,Married-civ-spouse,NA,Husband,White,Male,0,0,40,United-States,low_income
21,Without-pay,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,low_income
29,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,low_income
68,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,15,United-States,low_income
21,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,48,Mexico,low_income
35,Private,HS-grad,9,Separated,Transport-moving,Unmarried,Black,Female,0,0,48,United-States,low_income
50,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,low_income
48,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low_income
17,NA,10th,6,Never-married,NA,Own-child,White,Male,0,0,40,United-States,low_income
23,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,United-States,low_income
53,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,30,United-States,low_income
53,Private,12th,8,Married-spouse-absent,Handlers-cleaners,Not-in-family,Other,Male,0,0,56,Dominican-Republic,low_income
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,low_income
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,low_income
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low_income
31,Private,9th,5,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,42,United-States,low_income
47,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,20,United-States,low_income
24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,low_income
29,Federal-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,low_income
31,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,low_income
29,Private,HS-grad,9,Married-spouse-absent,Tech-support,Own-child,Black,Male,0,0,40,United-States,low_income
42,Private,HS-grad,9,Separated,Craft-repair,Unmarried,White,Male,0,0,40,United-States,low_income
50,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low_income
34,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,low_income
74,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,20,United-States,low_income
40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,low_income
36,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
42,NA,11th,7,Married-civ-spouse,NA,Husband,White,Male,0,0,22,Ecuador,low_income
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,18,United-States,low_income
33,NA,Assoc-voc,11,Divorced,NA,Not-in-family,White,Female,0,0,40,France,low_income
48,Private,HS-grad,9,Never-married,Tech-support,Unmarried,Black,Female,0,0,33,Jamaica,low_income
60,Self-emp-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
30,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,30,United-States,low_income
53,Private,9th,5,Married-spouse-absent,Machine-op-inspct,Unmarried,Black,Male,0,0,75,Haiti,low_income
34,Private,Masters,14,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,NA,low_income
68,NA,HS-grad,9,Married-civ-spouse,NA,Husband,White,Male,0,0,45,United-States,low_income
32,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,50,United-States,low_income
63,NA,HS-grad,9,Married-civ-spouse,NA,Husband,White,Male,0,0,4,United-States,low_income
31,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,low_income
58,Self-emp-not-inc,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,low_income
32,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,low_income
38,Self-emp-not-inc,10th,6,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,low_income
30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,low_income
21,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low_income
63,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,NA,low_income
25,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,low_income
22,Local-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,NA,low_income
49,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,low_income
36,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low_income
31,NA,HS-grad,9,Married-civ-spouse,NA,Wife,White,Female,0,0,30,Mexico,low_income
46,Private,Some-college,10,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,30,United-States,low_income
36,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,4,United-States,low_income
29,Private,Bachelors,13,Divorced,Other-service,Unmarried,Other,Female,0,0,40,United-States,low_income
59,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,low_income
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,low_income
27,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,low_income
39,Private,Prof-school,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,low_income
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,low_income
72,NA,Some-college,10,Widowed,NA,Unmarried,Asian-Pac-Islander,Female,0,0,4,United-States,low_income
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,low_income
68,Self-emp-not-inc,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,20,United-States,low_income
56,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,low_income
36,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low_income
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,low_income
28,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,28,United-States,low_income
39,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,low_income
26,Local-gov,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,low_income
52,Private,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,low_income
84,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States,low_income
30,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,low_income
66,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,United-States,low_income
60,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,50,NA,low_income
37,NA,Assoc-voc,11,Married-civ-spouse,NA,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,low_income
38,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,low_income
25,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,low_income
48,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,low_income
42,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,NA,low_income
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,low_income
21,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,low_income
44,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,low_income
21,NA,Some-college,10,Never-married,NA,Own-child,White,Female,0,0,6,United-States,low_income
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,low_income
30,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Other-relative,White,Male,0,0,40,United-States,low_income
46,Self-emp-not-inc,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
57,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,48,United-States,low_income
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,24,United-States,low_income
18,NA,11th,7,Never-married,NA,Other-relative,White,Male,0,0,7,United-States,low_income
28,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,low_income
32,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,low_income
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States,low_income
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,low_income
33,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
27,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,low_income
30,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,low_income
38,Private,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,low_income
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
46,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,low_income
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,low_income
45,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,14,United-States,low_income
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
36,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,low_income
45,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,low_income
23,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,38,United-States,low_income
27,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,low_income
29,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,low_income
45,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low_income
44,Federal-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
33,Federal-gov,Masters,14,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Nicaragua,low_income
45,Local-gov,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,low_income
24,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,low_income
19,NA,Some-college,10,Never-married,NA,Own-child,White,Male,0,0,40,United-States,low_income
30,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
56,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,low_income
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,low_income
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,low_income
58,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,low_income
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,47,United-States,low_income
26,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,low_income
33,Private,9th,5,Separated,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,low_income
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,low_income
43,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,low_income
45,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,low_income
43,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,low_income
21,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,low_income
63,NA,HS-grad,9,Widowed,NA,Not-in-family,White,Female,0,0,4,United-States,low_income
41,Self-emp-inc,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,low_income
33,Local-gov,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low_income
37,Private,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,low_income
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,low_income
38,Private,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,0,0,40,Dominican-Republic,low_income
47,Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,25,United-States,low_income
36,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,low_income
24,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,low_income
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,low_income
40,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,low_income
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,low_income
38,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,low_income
34,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,low_income
44,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,low_income
20,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,low_income
